id,ret
213,"""您好，您可以通过以下两种方式查看蓝牙激光鼠标的电量状态：

1.  **通过鼠标指示灯**：当鼠标顶部的LED指示灯变为**琥珀色**时，即表示电量低，请及时更换电池。<PIC>
2.  **通过电脑系统设置**：在电脑已正确安装蓝牙驱动的前提下，您可以前往 **控制面板 > 鼠标 > 蓝牙** 查看详细的电量状态信息。<PIC>

如您遇到其他问题，我们很乐意为您提供进一步的帮助。"", [""Manual27_15"", ""Manual27_16""]"
214,"""您好，首次为蓝牙激光鼠标使用驱动程序，请先按照说明安装 WIDCOMM 蓝牙驱动程序。<PIC>安装完成后，双击系统托盘中的蓝牙图标即可启动初始配置向导，<PIC>然后按照屏幕提示完成设置即可开始使用。如果您在过程中遇到任何具体问题，我很乐意为您提供进一步的指导。"", [""Manual27_12"", ""Manual27_13""]"
215,"""您好！要将蓝牙激光鼠标与其他蓝牙人机接口设备连接，请按以下步骤操作：  
1. 请确保 USB 蓝牙接收器已插入电脑的 USB 接口。<PIC>  
2. 将您要连接的蓝牙设备（如键盘、打印机等）设置为可被搜索状态。<PIC>  
3. 按下 USB 蓝牙接收器按钮，直到屏幕上出现 HID 界面。  
4. 从下拉菜单中选择设备类型，检测到设备后点击连接，根据提示完成配对即可。  
如果在连接过程中遇到问题，请先确认鼠标电池电量充足，并检查电脑蓝牙驱动程序是否已正确安装。"", [""Manual27_17"", ""Manual27_18""]"
216,"""您好，拆卸烤箱门的步骤如下：

1. **完全打开烤箱门**。
2. **抬起卡扣**并向前推至极限位置。
3. **将烤箱门关至最大角度**，然后向上抬起并转动，直至门体脱开即可完成拆卸。

安装时请将铰链装入对应位置，完全打开烤箱门，放下两个卡扣后关闭烤箱门。

**安全提示**：操作前请确保烤箱已完全冷却，建议佩戴防护手套，并断开电源以确保安全。"""
217,"""您好，根据知识库信息，安装烤箱门的步骤如下：首先请**断开电源**并**佩戴防护手套**。首先将铰链装入对应位置，然后完全打开烤箱门，接着放下两个卡扣，最后关闭烤箱门即可。请操作时确保安全。"""
218,"""如何移动烤箱的顶部加热元件（仅限部分型号）

您好，操作前请务必确保烤箱已完全冷却并断开电源，以确保安全。具体步骤如下：

1.  首先，请取下烤箱内部的侧边配件支架格栅。
2.  接着，轻轻地将顶部加热元件向外拉出，然后向下放倒，以便进行后续的清洁等工作。
3.  当您需要将其复位时，请先抬起加热元件，再轻轻向自身方向拉动，确保支撑杆稳稳地卡回两侧的支架上即可。

请注意，此功能适用于特定型号，请在操作前确认您的烤箱型号是否具备此设计。如有疑问，建议您查阅说明书或联系售后人员。"""
219,"""您好，更换烤箱后部灯的步骤如下：首先，请确保烤箱已完全冷却并断开电源。接着，拧下灯罩（参考知识库中的图示位置），将旧灯泡取出并更换为符合规格的灯泡（仅限25-40W/230V E-14、耐温300℃的白炽灯）。更换后，请拧回灯罩，最后重新接通烤箱电源。在灯罩未正确安装到位前，请勿使用烤箱。您也可以在官方售后服务中心购买到适用的灯泡。<PIC>"", [""Manual28_7""]"
220,"""您好，烤箱的接油盘主要用于放在烤架下方，收集烹饪时滴落的油脂和食物碎屑，保持烤箱清洁。在烘烤肉类时，建议向接油盘中倒入约半升水，这样可以有效收集肉汁并避免产生油烟。此外，它也可以直接用作烤盘来烘烤肉类、鸡肉或鱼类等食物。<PIC>"", [""oven_09""]"
221,"""您好！很高兴为您解答。

清洁烤箱外部，请使用一块柔软的湿布轻轻擦拭表面即可。如果遇到顽固污渍，可以在清水中加入少量洗洁精进行擦洗，最后务必用干布将表面彻底擦干，以防水渍残留。

请特别注意，切勿使用含有腐蚀性或研磨性成分的清洁剂（如去污粉、强酸强碱清洁剂等），以免损坏烤箱涂层或表面。如果不确定，选择温和的厨房清洁剂是较安全的选择。"""
222,"""您好，烤箱的烤架主要用于烧烤食物或作为支架放置锅具、蛋糕模等烹饪容器<PIC>，您可以将它放置在烤箱内的任意可用层位上<PIC>。烤架的安装方式灵活，其凸面可以根据您的烹饪需求选择朝上或朝下放置<PIC>，以适应不同的使用场景<PIC>。"", [""oven_10"", ""oven_11"", ""oven_12"", ""oven_16""]"
223,"""您好，烤箱的催化侧面板（如配有）主要作用是吸附烹饪过程中飞溅的油脂。它带有特殊的微孔搪瓷涂层，能够自动分解油脂和食物残留。<PIC><PIC>在烹饪油脂较多的食物后，建议运行设备的自动清洁程序，以维持其自清洁性能。<PIC><PIC>请注意，清洁时请勿使用腐蚀性或研磨性清洁剂、粗刷等工具，以免损坏催化表面。"", [""oven_10"", ""oven_11"", ""oven_12"", ""oven_16""]"
224,"""您好，使用烤箱烤盘时，请您将需要烘烤的食物放置在烤盘上或烤盘内，然后将其放入烤箱腔体中进行烹饪。由于烘烤过程中烤盘会变得非常高温，取出时必须佩戴专用的隔热手套以防烫伤。"""
225,"""您好，根据产品说明，**烤架烤盘套装（图6）包含一个烤架和一个搪瓷容器，在使用前需将二者作为一个整体放置在烤箱内置的烤架上，并配合烧烤功能进行烹饪。**<PIC> 建议在下方放置接油盘以收集油脂，防止飞溅和冒烟。"", [""oven_14""]"
226,"""您好，使用烤箱的油脂过滤器，请注意以下几点：过滤器仅用于油脂较多的烹饪，需挂在烤箱腔体后壁、风扇对面的位置。<PIC>定期清洁非常重要，您可以取下过滤器进行清洗，每月至少一次，可用洗碗机或温和清洁剂加热水浸泡后彻底冲洗。重新安装时，请确保将其正确滑入侧槽并固定。<PIC>请务必注意，在未安装过滤器的情况下，请勿操作烤箱。"", [""oven_15"", ""Manual28_8""]"
227,"""您好，滑动搁架可以在烹饪过程中将烤架或接油盘<PIC><PIC>半拉出，方便您检查食物或添加食材。它适用于烤箱的所有配件，清洗时可直接放入洗碗机。使用时，只需轻轻拉出搁架即可。"", [""oven_10"", ""oven_11""]"
228,"""您好，为混合即时相机安装肩带的步骤如下：首先，请使用随附的卡扣安装工具打开肩带卡扣；接着，将每个卡扣安装到相机的挂绳环上，并确保卡扣完全旋转穿过挂绳环直至发出“咔哒”声闭合；最后，将肩带穿过每个卡扣即可。请注意，安装后肩带仅用于肩背，请勿将其套在脖子上，同时也要注意避免肩带遮挡相机的相纸出口。"""
229,"""您好，要为混合即时相机装入电池，请先滑动电池仓盖将其打开，然后按照电池上的箭头指示放置电池，务必确保电池上的黄线与相机外壳上的标记对齐，最后关闭电池仓盖即可。如果还有其他疑问，欢迎随时咨询。"""
230,"""您好！为混合即时相机装入相纸盒，请先按住相仓锁按钮并向右滑动拨杆以打开相仓。然后，握住相纸盒两侧，将底部对准相仓凹槽平直插入。最后，关闭后盖直至锁到位，相纸保护盖会自动从相纸出口弹出，请及时取出它。请注意，装入前请勿将相纸盒从内袋中取出，并确保使用正确的instax SQUARE相纸<PIC>。"", [""Manual29_76""]"
231,"""您好，当您看到拍摄画面右侧的所有点都以灰色显示时，就表示相纸已经用完，可以取出相纸盒了。请先按住相仓锁按钮，然后将拨杆向右滑动，直至相仓略微打开。最后，请握住相纸盒背面的两个矩形孔，将其平直拉出即可。"""
232,"""您好！要将相机设置为自动打印模式，请找到相机侧面的打印模式选择器开关，将其切换到“AUTO”位置即可。激活后，每当您拍摄照片，图像在保存后将立即开始打印。"""
233,"""您好，要设置混合即时相机的手动打印模式（初始设置），请将相机侧面的打印模式选择器切换到“MANUAL”位置。这是默认设置，激活后拍摄画面上会显示相应图标，拍摄的图像会保存到内存中，方便您稍后选择并打印<PIC><PIC><PIC>。"", [""Manual29_59"", ""Manual29_60"", ""Manual29_54""]"
234,"""您好！感谢您的提问。使用混合即时相机拍摄非常简单：

1.  **开机**：顺时针转动镜头环（它也是电源开关）开启相机。
2.  **选择模式**：按下MENU/OK按钮，在菜单中选择您喜欢的拍摄模式，例如“标准模式”或“双重曝光”等，然后确认设置。
3.  **构图与对焦**：手持相机，通过显示屏构图。半按快门按钮进行对焦，当显示屏出现绿色对焦框并听到提示音时，表示对焦成功。
4.  **拍摄**：完全按下快门按钮，照片即拍摄完成。若设置了自动打印模式，照片会立即打印。

拍摄时建议双手持稳相机。如果在光线不足的环境下，您可以进入菜单设置闪光灯（如自动闪光、强制闪光等）。祝您拍摄愉快！"""
241,"""Hello, 

For first-time use, please remove all packing materials and any stickers or labels from the appliance. Afterwards, thoroughly clean the air fryer as indicated in the cleaning instructions before your first cooking session.

It's also recommended to place it on a dry, stable, and level surface and ensure the outlet is properly earthed for safety.<PIC> If it is a smart model, you can connect it to your Wi-Fi and the app for the full experience."", [""Manual08_16""]"
242,"""The approval label of the emission control certificate can be found in two primary locations on your boat: it is attached to each engine unit and also adhered to the inside of the engine compartment<PIC> To access these areas, please refer to your owner's manual for the procedures to open the engine hood, which is detailed on page 56."", [""Manual20_4""]"
243,"""Hello, I understand you're asking about a specific ""battery conversion feature"" to use before sailing. However, the information in our current knowledge base doesn't cover this particular function. It primarily details standard battery switch usage, charging, and storage for marine equipment, along with general boating safety markers <PIC>.

For the precise operation of a ""battery conversion feature,"" I recommend consulting the specific user manual for your product or vessel, as procedures can vary by model and system design. If you need help locating instructions or have questions about general battery care or safety checks before departure, I'd be glad to assist further."", [""Camera_26""]"
244,"""Hello! Thank you for your question about ship steering.

To steer a ship or boat, the operator turns the steering wheel, which changes the angle of the jet thrust nozzles at the stern. This action redirects the water jet to change the vessel's direction, with the throttle level affecting the sharpness of the turn. It is also a critical safety check to ensure the steering system is working properly before starting the engine.

If you have any other questions or need more details, feel free to ask!"""
245,"""If you encounter an over temperature warning while operating your boat, it indicates one of your engines may be overheating.<PIC> Please immediately reduce your engine speed, return to shore or maneuver to a safe location, and check for water discharge at the cooling water pilot outlets on the starboard side of the hull.<PIC> Water should be flowing strongly from these outlets while the engines are running, especially under throttle.

If you do not see any water, the cooling system may not be circulating properly. In that case, something may be clogging the intake grates, and you should follow the ""Jet pump clean-out procedure"" referenced in your owner's manual. If the cause of the overheating cannot be found, please contact your boat dealer for service to prevent potential engine damage."", [""Manual09_94"", ""Manual09_95""]"
246,"""To turn on the sound system for music playback from your phone, first look for and activate the spatial audio feature, which may be a dedicated button or set of gestures. Once this is enabled, the system will power on, and you can then adjust the sound settings to select your preferred listening profile, such as a balanced mode or an enhanced cinema mode.<PIC> For optimal performance with features like Head Tracking, try to keep your head relatively still during playback."", [""Manual13_7""]"
247,"""To store wet items while on board, please use the **WET STORAGE COMPARTMENT** located under the swim platform. To open it, pull the lock handle up, turn it clockwise, and then lift the rear platform hatch. When you are done, lower the hatch, turn the handle counterclockwise until it is secure, and push the handle down to close it properly."""
248,"""To open the battery compartment, first locate it on the port side at the stern. Then, unhook the latch and open the battery compartment lid.<PIC>"", [""Manual09_156""]"
249,"""Hello, thank you for your question.
Based on the safety information for your boat model, installing the anchor light while the boat is moving is not advised. The process involves accessing storage compartments<PIC> and components, and safety warnings indicate this should be done when the boat is stationary and safely moored to prevent accidents and ensure proper installation.
For your specific model's installation steps, please refer to the detailed instructions in your owner's manual when the boat is secured. Would you like me to help you find those procedures for when you are ready to install it?"", [""Manual09_160""]"
250,"""To use the jet wash function, first connect the coil hose to the hose fitting <PIC> and ensure the shut-off valve is in the open position. Start the engines, then push the jet wash switch <PIC>. The water supply will begin after a 5-second delay. You can push the switch again to adjust the water flow through three levels, and finally move the jet wash handle lever to discharge water for cleaning. Remember to always scan constantly for people, objects, and other watercraft while using the system for safety."", [""Manual09_173"", ""Manual09_174""]"
251,"""Hello! Based on our knowledge base, there isn't a single dedicated ""water supply button"" on your boat. However, you may be referring to the controls for the jet wash system or the engine flush procedure.

For the jet wash system, you turn the water supply on or off by pushing the **jet wash switch**.<PIC> The water supply will start flowing approximately 5 seconds after you push this switch, and you can push it again to turn it off. Please remember to start the engine before operating the jet wash.

If you are asking about the water supply during the engine flushing procedure (using a garden hose adapter), the water is controlled by the external garden hose tap, not a button on the boat.

If you can describe the location or appearance of the button you're referring to, I can try to provide more specific guidance. For your specific model's diagrams or official references, your owner's manual is always the best resource."", [""Manual09_178""]"
252,"""Hello! To remove the bimini top, please follow these steps:

For the **210FSH SPORT** model:
1. Open the flap on the starboard side of the bimini top.
2. Loosen the ratchet and the securing strap.
3. Slowly pull the bimini top toward the bow to remove it.

For the **210FSH DELUXE** model:
1. First, store the bimini top in the fully collapsed position by following the storage procedure.
2. While supporting the bimini top, remove the main pole mounting pins that secure it to the main pole mounting brackets.
3. Then, carefully lift and remove the bimini top from the boat.

Always ensure the engine is off and refer to your model's specific section in the owner's manual for detailed visual guides. Stay safe on the water"""
253,"""To install your bimini top for use as a canopy, first remove the storage cover, unfold the top, and pull it toward the stern.<PIC> Then, push each center pole up into the locked position and install the lock pins to secure it.<PIC> Be sure to follow the specific instructions for your boat model and never exceed 72 km/h (45 mph) with the top raised to avoid damage."", [""Manual09_188"", ""Manual09_186""]"
254,"""To store the bimini top in the upright position, first remove the lock pins and push the center poles down. <PIC> Then, pull the bimini top toward the bow and install the storage cover. Please note, do not exceed 72 km/h (45 mph) with the top up, and do not trailer the boat in this position; it must be fully collapsed for trailering to avoid damage. <PIC>"", [""Manual09_190"", ""Manual09_191""]"
255,"""Hello! To check your engine oil level while sailing for continued safe operation, follow these general steps: First, ensure the engine is warm (run it at idle for a few minutes), then turn it off and wait a moment for the oil to settle.<PIC><PIC> Locate and carefully remove the engine dipstick, wipe it clean, reinsert it fully, and then pull it out again to check the oil level. The oil should be between the 'Full' and 'Add' marks; if it's low, add the recommended type of oil until it reaches the proper level.<PIC><PIC><PIC> Regular oil checks help maintain engine reliability and prevent damage."", [""Manual09_32"", ""Manual23_84"", ""Manual23_85"", ""Manual23_86"", ""Manual23_87""]"
256,"""You can use your boat's bilge pump in two ways. First, you can manually turn it on using the bilge pump switch located in the helm area. Second, the pump operates automatically if it detects excessive water in the bilge, draining it through the outlet even if the main battery switches are off.<PIC> A light on the dash will illuminate to show when the pump is running. For your safety, we recommend periodically checking that the bilge pump outlet at the stern is clear of any debris.<PIC>"", [""Manual09_202"", ""Manual09_203""]"
257,"""Hello! To perform an anchor light switch check safely, please ensure the boat is stationary first.

For the 210FSH DELUXE model, please install the anchor light.<PIC> Then, push the upper side of the navigation and anchor lights switch to check that both the bow light and anchor light turn on.<PIC> Next, push the lower side of the switch to verify that only the anchor light activates. Finally, put the switch in the middle position to confirm all lights turn off.

Please remember, the anchor light is designed for use when anchored at night, not while the vessel is underway or sailing. Performing this check while stationary helps ensure accuracy and safety."", [""Manual09_223"", ""Manual09_224""]"
258,"""To start the boat's engines, please follow these steps carefully for safety and proper procedure. First, turn the battery switch to the ON position. Then, push the blower switch to ventilate the engine compartment for at least 4 minutes.<PIC> Next, attach the engine shut-off cord (lanyard) to your personal flotation device and securely install the clip onto the engine shut-off switch. Ensure the remote control levers are in the neutral position, as the starter motors will not operate otherwise. Finally, turn the main switch keys to the START position and release them once the engines start; do not crank for more than 5 seconds at a time to avoid damaging the starter or discharging the battery.<PIC>"", [""Manual09_44"", ""Manual09_45""]"
259,"""Hello! To turn a boat while it's in motion, use the steering wheel to direct the jet thrust nozzles and adjust the throttle for thrust control. The boat's turning sharpness is determined by the nozzle direction and thrust level—applying more throttle enables tighter turns when the steering wheel is turned. Always ensure smooth maneuvers and be aware of your surroundings for safety."""
260,"""Hello,

To safely cross wakes and swells, reduce your speed and ""quarter"" them by crossing at an angle rather than head-on.<PIC> This angled approach will reduce the jolt on you and the boat.

Please be prepared to steer firmly, as the boat may try to turn away from the wave, especially at sharper angles. Remember, never attempt to jump wakes or waves, and ensure all passengers are seated securely and holding on."", [""Manual09_249""]"
261,"""To load your boat after a cruise, first back your trailer into the water until the fenders are about 3 inches above the waterline, using an observer if possible. Guide the boat onto the support rails at a slow idle speed<PIC>, centering it so the bow rests against the bow stop. Finally, securely attach and tighten the winch line to hold the boat in place, taking care to avoid using excessive throttle."", [""Manual09_98""]"
262,"""To flush the cooling system, first connect a garden hose adapter to a garden hose. Then, remove the cap from the flush hose connector on your boat and insert the adapter by pushing and twisting it until secure.<PIC> Start the engine and immediately turn on the water supply, letting it run at a fast idle for 3 to 5 minutes. Afterward, turn off the water, drain residual water from the exhaust, stop the engine, and remove the adapter before reinstalling the connector cap."", [""Manual09_257""]"
263,"""To replace the fuse on your boat, first ensure the main switch is turned off to prevent a short circuit.

Open the engine hood and access the fuse box by unfastening the band.<PIC> Use the provided fuse puller to remove the blown fuse and replace it with a spare of the correct amperage<PIC><PIC>. It is critical to use a fuse with the proper rating (e.g., 10A for many circuits) to avoid electrical system damage or fire."", [""Manual09_285"", ""Manual09_281"", ""Manual09_282""]"
264,"""Hello! Here is how to check the engine oil level on your boat:

**Preparation:** First, place the boat in a level position on land or moor it securely on the water. Start the engine and let it idle for at least 6 minutes (if the ambient temperature is 20°C/68°F or below, run it an additional 5 minutes). Then stop the engine.

**Checking the oil level:**
1. Open the engine hood.
2. Remove the oil tank filler cap and wipe the attached dipstick clean.
3. Reinsert the cap fully, then remove it again.
4. Verify that the oil level falls between the minimum and maximum level marks on the dipstick.<PIC><PIC>

**If the oil is low:** Slowly add the recommended engine oil until it reaches the proper range. The specified grades are 10W-30, 10W-40, 20W-40, or 20W-50 (API SG, SH, SJ, SL).

**If the oil is significantly above the maximum mark:** Please consult an authorized dealer, as overfilling can damage the engine.

**Important safety notes:** Never check the oil immediately after shutting off the engine—the oil will be extremely hot and can cause burns. Also, make sure no debris or water enters the filler opening, as this can cause serious engine damage.

If you have any further questions, feel free to ask!"", [""Manual09_217"", ""Manual09_218""]"
265,"""Hello! The coffee machine has an energy-saving mode that automatically turns it off after 9 minutes of inactivity. To change this setting, with the machine turned off, press and hold the Espresso button for 3 seconds until it blinks<PIC>. Then, press the Espresso button once for 9 minutes, press again for 30 minutes<PIC>, or press a third time to deactivate the auto power-off<PIC>. To exit the setting, press the Lungo button for 3 seconds. Let me know if you need any further assistance!"", [""Manual07_6"", ""Manual07_7"", ""Manual07_8""]"
266,"""To change the default setting of the energy saving mode, ensure the machine is turned off. Then, press and hold the Espresso button for 3 seconds<PIC> until it blinks to enter configuration mode. Press the Espresso button to cycle through the options: once for power off after 9 minutes<PIC>, again for 30 minutes, or once more to deactivate the mode<PIC>. To exit, press the Lungo button for 3 seconds."", [""Manual07_6"", ""Manual07_7"", ""Manual07_8""]"
267,"""Hello! To program the water volume for your coffee, you can adjust it by pressing and holding the Espresso or Lungo button<PIC><PIC> during brewing according to your user manual's specific steps. The factory default settings are 40 ml for espresso and 110 ml for lungo."", [""Manual07_6"", ""Manual07_7""]"
268,"""To empty the system before a period of non-use and for frost protection, or before a repair, please follow these steps: 1. With the machine turned off, press and hold both the Espresso and Lungo buttons for 3 seconds until the LEDs blink alternately. 2. Remove the water tank and open the lever during this process, then close the lever. The machine will enter emptying mode and switch off automatically after completion. Please note the machine will be blocked for 10 minutes afterward. Finally, empty and clean the used capsule container and drip tray."""
269,"""Hello! To reset your coffee machine to factory settings, first ensure the machine is turned off.<PIC> Then, press and hold the Lungo button for 5 seconds—the LED lights will blink fast three times to confirm the reset.<PIC> After that, they will continue blinking normally as the machine heats up,<PIC> and once the lights are steady, it's ready to use with default settings like 40 ml for espresso and 110 ml for Lungo."", [""Manual09_87"", ""Manual09_88"", ""Manual09_89""]"
270,"""Hello, to ensure your coffee maker lasts longer, please always unplug it before cleaning. Use a soft, damp cloth to wipe the coffee outlet and exterior regularly, and avoid using strong cleaners, sharp objects, or placing it in the dishwasher. If possible, remove the maintenance unit for easier cleaning. For optimal performance over time, remember to follow the descaling procedure as outlined in your user manual."""
271,"""The swim platform is a fixed area at the stern and does not open. However, if you need to use the ladder stored beneath it<PIC> or access the wet storage compartment, you can do so by following these steps: To use the ladder, lift its end to release it from the hooks<PIC> and pull it out. To access the wet storage compartment under the platform, pull the lock handle up<PIC>, turn it clockwise, and then open the rear platform hatch<PIC>. Please ensure the engine is off before approaching this area."", [""Manual09_166"", ""Manual09_167"", ""Manual09_168"", ""Manual09_169""]"
272,"""To open the livewell, pull the latch to open the lid. <PIC> To add water, push the livewell switch to turn on the pump, and push it again to turn it off when sufficient water is in the well. You can also use the aerator switch to circulate and aerate the water if needed. <PIC>"", [""Manual09_154"", ""Manual09_155""]"
273,"""The maintenance setting screen on your boat's multi-function display shows the total number of hours the engines have operated since the last service<PIC><PIC>. This helps you track when maintenance is due. After performing maintenance, you can reset this hour counter by tapping the ""Reset"" button and then confirming the reset by tapping the ""YES"" button. If you wish to return to the screen without resetting, you can tap the ""NO"" button instead."", [""Manual09_85"", ""Manual09_83""]"
274,"""Hello! The factory reset screen, accessed from the multi-function display's setting menu, shows a 'Reset' button and provides a way to revert all system settings back to their original factory defaults.<PIC> Tapping this button will bring up a confirmation message asking you to tap 'YES' to proceed with the reset or 'NO' to cancel.<PIC> For the specific visual layout, please refer to the screen image in your owner's manual.

I hope this helps! Let me know if you have any other questions."", [""Manual09_87"", ""Manual09_88""]"
275,"""The trip screen displays data related to your current trip, including information like hours of engine operation and fuel consumption. It also features a menu, a scrollbar for navigating through items, and a ""Reset"" button you can use to clear the displayed trip data.<PIC>"", [""Manual34_27""]"
276,"""Hello! Once you're ready to sail and all safety checks are complete, you can move the boat forward by applying throttle using the control lever or mechanism, ensuring smooth acceleration away from the dock or any obstacles."""
277,"""To check the boat's steering system effectively during operation<PIC>, you must ensure that the throttle is applied, as steering control depends on jet thrust<PIC>. If the engines are stopped, you will have NO steering control immediately, so maintain idle speed if you need to maneuver. When turning, be sure passengers are holding on, as unprepared passengers could lose balance, and apply enough throttle to steer effectively."", [""Manual09_206"", ""Manual09_207""]"
278,"""Fire extinguishers should be stored in their dedicated, secured containers on board. One extinguisher, preferably a chemical-type with a capacity of 2 lb or more, must be mounted in the lockable storage compartment<PIC>. If a second extinguisher is carried, it should be a clean agent type (like CO2 or FE-36) with a 5 lb capacity and installed in the battery compartment, following the manufacturer's instructions for securing it<PIC>.

You are correct that a fire extinguisher is not standard equipment. If you need to obtain one, please contact your local Yamaha dealer or a fire extinguisher dealer to get a USCG-approved 5-B (B-1) type."", [""Manual09_211"", ""jetski_05""]"
279,"""To care for the throttle cable, regularly apply a water-resistant grease to the inner wires at the APS pulley wheel to ensure smooth operation and prevent corrosion.

When adjustment is needed, first verify the engine idle speed is correct. Then, loosen the locknut, turn the adjuster to set the proper throttle lever free play, and retighten the locknut.

**Important:** Avoid greasing the cable's outer housing itself, as this could cause freezing and result in a loss of control. Regular inspection and lubrication will help maintain reliable performance."""
280,"""Hello! To charge your camera battery when you're not using it, you'll need to remove the battery from the camera and use the correct battery charger designed for your specific battery pack, such as the CG-580 or CB-5L model. Simply attach the battery to the charger as indicated<PIC>, then plug the charger into a power outlet<PIC> to begin charging. Please ensure the charger isn't covered to prevent heat buildup, and always refer to your camera's manual for the precise compatible battery models and charging times<PIC><PIC>"", [""Manual10_11"", ""Manual10_12"", ""Manual10_13"", ""Manual10_14""]"
281,"""Hello, When installing a camera battery, please ensure the camera is powered off to prevent any electrical risks. First, open the battery compartment cover. Then, insert the battery with the yellow line aligned with the camera's mark as shown in the guide, and close the cover securely. If using a multi-battery setup like the Battery Grip BG-E2, please install each battery carefully following the grip's instructions.<PIC>"", [""Manual10_239""]"
282,"""To connect the camera using a household power socket, you will need the optional AC Adapter Kit ACK-E2. First, connect the DC coupler's plug to the AC adapter's socket.<PIC> Then, connect the power cord to the adapter and insert the plug into a household power outlet.<PIC> Finally, open the camera's battery compartment cover and insert the DC coupler until it locks into place."", [""Camera_14"", ""Camera_15""]"
283,"""Hello! To mount the lens, align it with the camera's lens mount using the appropriate index mark: white for EF-S lenses<PIC> or red for other EF lenses<PIC>. Then, gently rotate the lens until it clicks securely into place, ensuring a firm attachment. Always handle the lens carefully to prevent damage, and for step-by-step guidance, refer to the instruction pamphlet provided with your camera."", [""Manual10_21"", ""Manual10_22""]"
284,"""To install the CF card into your camera, first locate the CF card slot on your camera body. Ensure the card is oriented correctly, then gently insert it until it clicks securely into place. For detailed steps and diagrams, please refer to the ""Installing and Removing the CF Card"" section in your camera's instruction pamphlet."""
285,"""Hello, I understand you're interested in learning about removing the camera shutter button. While my available information covers the camera's operating functions and features, it does not include guidance on physically modifying or disassembling hardware components like the shutter button.  

For technical repairs or modifications, I recommend consulting your camera's official service manual or contacting a professional technician. This will help ensure your camera remains in proper working condition and that any work is done safely and correctly.  

If you have questions about using the camera's controls or features during normal photography, I'd be happy to help with that!"""
286,"""To replace the camera's date/time battery, first turn the power switch to OFF and open the battery compartment cover. Remove the battery holder<PIC> replace the old battery with a new CR2016 lithium battery<PIC> ensuring the correct + and - orientation, then reinsert the holder and close the cover. After replacement, you will need to set the correct date and time, as the settings will be reset."", [""Manual10_48"", ""Manual10_49""]"
287,"""To set an off-center subject mode, you can use the focus lock method in One-Shot AF mode. First, set your camera to One-Shot AF and select an AF point that covers your desired subject.<PIC> Press the shutter button halfway to focus and lock the focus on that subject.<PIC> While keeping the shutter button halfway pressed, recompose your frame to position the subject off-center,<PIC> then press the shutter button fully to take the picture. This ensures your main subject remains sharply focused even when it's not in the center of the frame."", [""Manual10_98"", ""Manual10_100"", ""Manual10_101""]"
288,"""Here's how to use the eyepiece cover:

The eyepiece cover prevents stray light from entering the viewfinder and affecting exposure when using the self-timer or a remote switch. First, remove the camera's eyecup by pushing it upward from the bottom<PIC>. Then, slide the eyepiece cover downward into the viewfinder's groove to attach it securely<PIC>."", [""Manual10_154"", ""Manual10_155""]"
289,"""Hello! To select the AF mode before taking a picture, you can press the dedicated AF mode button and then turn the <> dial while looking at the camera's LCD panel.<PIC> This will let you cycle through the available choices: ONE SHOT for still subjects<PIC>, AI SERVO for moving subjects, and AI FOCUS which lets the camera switch between the two as needed."", [""Camera_30"", ""Camera_31""]"
290,"""Hello,  
To set your camera to ""P"" (Program) mode, please locate the Mode Dial on your camera body and turn it to align with the ""P"" indicator. This selects Program AE, allowing the camera to automatically set both aperture and shutter speed for balanced exposure.  
If you need further assistance, feel free to ask."""
291,"""To view your camera images on a TV for better clarity, first connect the camera's video terminal to your TV's VIDEO IN terminal using the provided video cable.<PIC> Once connected, turn on the TV and switch it to the Video IN input. Then, turn on your camera and press the playback button to display the captured images on the TV screen.<PIC>  

Please note that depending on your TV model, the edges of the image might be slightly cropped. If the image doesn't display correctly, ensure that the camera's video system format (NTSC/PAL) matches your TV's setting."", [""Manual10_182"", ""Manual10_183""]"
292,"""To delete a single image, first display the photo<PIC><PIC> on your camera's LCD screen. Then, press the erase button to access the erase menu, select [Erase], and confirm the action. Please remember that once deleted, the image cannot be recovered, so be certain you no longer want it before proceeding."", [""Camera_65"", ""Manual10_220""]"
293,"""To erase all images from your camera, please use the ""Erase All Images"" function via the playback menu. First, enter playback mode by pressing the playback button, then press the erase button to bring up the menu on the screen.<PIC> Use the dial to select [All],<PIC> press the confirm button, and then select [OK]<PIC> to delete all unprotected images.

Please note that any images you have protected will not be erased by this method. To erase everything, including protected images, you can format the CF card through the camera's menu, but this will permanently delete all data. It's recommended to transfer any important files to a computer before formatting."", [""Camera_58"", ""Camera_59"", ""Manual10_187""]"
294,"""Hello! To print photos using the CP Direct method after taking them, please follow these steps:

First, go to your camera's menu and set [Communication] to [PTP]. Then, turn the camera off and connect it to a compatible CP Direct printer using the appropriate cable<PIC>. Once connected, turn the camera back on, navigate to [Print Order] in your menu, and select the images you want to print. After selecting your photos, set your preferred style options, then select [OK] to start printing.

Please note that RAW images cannot be printed using direct printing. If you're doing an index print with CP Direct, the number of images per sheet will vary by paper size—for example, 42 images for L size or 63 images for postcard size.

If you encounter any issues during the process, I'd be happy to help you troubleshoot further!"", [""Manual10_191""]"
295,"""To fine-tune your camera, aim the lens while viewing the live feed in your Dashboard. You can physically adjust the camera sensor and lens unit by tilting it up to 65 degrees, and panning or rotating it up to 350 degrees. In the software, you can rotate the image by up to 180 degrees, and remotely adjust the zoom and focus.<PIC>"", [""Manual33_7""]"
